# Migration allowances — dated, phase-owned deferrals for the artifact-policy audit.
#
# An allowance NEVER silences a finding. The audit still reports it, attributed to the
# phase whose gate must clear it, and refuses to run with a row that matches nothing:
# the list can only shrink. Every row cites the legacy register entry that records the
# same obligation with its owner and closure condition, so an allowance cannot be
# invented here without the register agreeing.
#
# Why this exists. `development_plan_standards.md` section S makes the artifact-hygiene
# postcondition universal, while `repository_layout_doctrine.md` section 3.5 gives each
# later phase its own domain tables and section 9 declares the whole tree a migration
# surface. Read together, Phase 0 owns the machinery and the shared corpora; a phase
# owns its own paths. Without this file the two readings collide and Phase 0 could only
# close after every later phase had already migrated — inverting the numeric order the
# plan is built on.
#
# Created 2026-08-12 against the Phase-0 redesign.
#
# Renumbered 2026-08-17 by the natural-architecture re-baseline. The owner column
# carries the **post**-amendment ordinal — the phase whose gate must clear the row —
# while a `tools/phaseNN_*` path glob still carries the **pre**-amendment one, because
# the tree keeps those names until each owning phase renames them for its capability
# (`legacy_tracking_for_deletion.md`, the natural-architecture rebaseline).
#
# rule<TAB>path_glob<TAB>message_glob<TAB>owner<TAB>legacy-register anchor
r5	tools/app_tenancy_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-60	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/app_tenancy_gate.py	names generated path test/enumeration/*	phase-60	`test/enumeration/**`
r5	tools/app_tenancy_gate.py	names generated path test/golden/*	phase-60	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/app_tenancy_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-60	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/app_tenancy_gate.py	tracked file carries a resolved home path*	phase-60	Absolute developer-home executable paths
r5	tools/pulsar_client_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-61	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/pulsar_client_gate.py	names generated path test/enumeration/*	phase-61	`test/enumeration/**`
r5	tools/pulsar_client_gate.py	names generated path test/golden/*	phase-61	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/pulsar_client_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-61	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	test/spec/pulsar/PulsarClientLiveSpec.hs	tracked file carries a resolved home path*	phase-61	Absolute developer-home executable paths
r6	tools/pulsar_client_gate.py	tracked file carries a resolved home path*	phase-61	Absolute developer-home executable paths
r5	tools/user_tenant_isolation_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-62	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/user_tenant_isolation_gate.py	names generated path test/enumeration/*	phase-62	`test/enumeration/**`
r5	tools/user_tenant_isolation_gate.py	names generated path test/golden/*	phase-62	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/user_tenant_isolation_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-62	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	test/spec/live/UserTenantIsolationSpec.hs	tracked file carries a resolved home path*	phase-62	Absolute developer-home executable paths
r6	tools/user_tenant_isolation_gate.py	tracked file carries a resolved home path*	phase-62	Absolute developer-home executable paths
r5	tools/content_store_workflow_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-63	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/content_store_workflow_gate.py	names generated path test/enumeration/*	phase-63	`test/enumeration/**`
r5	tools/content_store_workflow_gate.py	names generated path test/golden/*	phase-63	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/content_store_workflow_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-63	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	test/spec/runtime/FailoverSpec.hs	tracked file carries a resolved home path*	phase-63	Absolute developer-home executable paths
r6	tools/content_store_workflow_gate.py	tracked file carries a resolved home path*	phase-63	Absolute developer-home executable paths
r6	tools/content_store_workflow_live.py	tracked file pins a package integrity digest*	phase-63	Hard-coded library/package SHA values
r5	tools/ui_projection_runtime_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-64	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/ui_projection_runtime_gate.py	names generated path test/enumeration/*	phase-64	`test/enumeration/**`
r5	tools/ui_projection_runtime_gate.py	names generated path test/golden/*	phase-64	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/ui_projection_runtime_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-64	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	test/spec/live/UiProjectionRuntimeSpec.hs	tracked file carries a resolved home path*	phase-64	Absolute developer-home executable paths
r6	tools/ui_projection_runtime_gate.py	tracked file carries a resolved home path*	phase-64	Absolute developer-home executable paths
r5	tools/release_lifecycle_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-65	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/release_lifecycle_gate.py	names generated path test/enumeration/*	phase-65	`test/enumeration/**`
r5	tools/release_lifecycle_gate.py	names generated path test/golden/*	phase-65	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/release_lifecycle_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-65	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/release_lifecycle_gate.py	tracked file carries a resolved home path*	phase-65	Absolute developer-home executable paths
r5	tools/ui_program_release_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-66	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/ui_program_release_gate.py	names generated path test/enumeration/*	phase-66	`test/enumeration/**`
r5	tools/ui_program_release_gate.py	names generated path test/golden/*	phase-66	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/ui_program_release_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-66	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/ui_program_release_gate.py	tracked file carries a resolved home path*	phase-66	Absolute developer-home executable paths
r5	tools/network_fabric_wireguard_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-67	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/network_fabric_wireguard_gate.py	names generated path test/enumeration/*	phase-67	`test/enumeration/**`
r5	tools/network_fabric_wireguard_gate.py	names generated path test/golden/*	phase-67	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/network_fabric_wireguard_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-67	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/network_fabric_wireguard_gate.py	tracked file carries a resolved home path*	phase-67	Absolute developer-home executable paths
r6	tools/network_fabric_wireguard_live.py	tracked file carries a resolved home path*	phase-67	Absolute developer-home executable paths
r5	tools/multicluster_spawn_georepl_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-68	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/multicluster_spawn_georepl_gate.py	names generated path test/enumeration/*	phase-68	`test/enumeration/**`
r5	tools/multicluster_spawn_georepl_gate.py	names generated path test/golden/*	phase-68	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/multicluster_spawn_georepl_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-68	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	test/fixture/multicluster_spawn_georepl/kind-parent.yaml	tracked file carries a resolved home path*	phase-68	Absolute developer-home executable paths
r6	test/spec/integration/MulticlusterSpawnGeoreplGate.hs	tracked file carries a resolved home path*	phase-68	Absolute developer-home executable paths
r6	tools/multicluster_spawn_georepl_gate.py	tracked file carries a resolved home path*	phase-68	Absolute developer-home executable paths
r6	tools/multicluster_spawn_georepl_live.py	tracked file carries a resolved home path*	phase-68	Absolute developer-home executable paths
r5	tools/gateway_migration_drills_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-69	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/gateway_migration_drills_gate.py	names generated path test/enumeration/*	phase-69	`test/enumeration/**`
r5	tools/gateway_migration_drills_gate.py	names generated path test/golden/*	phase-69	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/gateway_migration_drills_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-69	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/gateway_migration_drills_gate.py	tracked file carries a resolved home path*	phase-69	Absolute developer-home executable paths
r6	tools/gateway_migration_drills_live.py	tracked file carries a resolved home path*	phase-69	Absolute developer-home executable paths
r5	tools/provider_deploy_checkpoint_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-70	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/provider_deploy_checkpoint_gate.py	names generated path test/enumeration/*	phase-70	`test/enumeration/**`
r5	tools/provider_deploy_checkpoint_gate.py	names generated path test/golden/*	phase-70	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/provider_deploy_checkpoint_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-70	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/provider_deploy_checkpoint_gate.py	tracked file carries a resolved home path*	phase-70	Absolute developer-home executable paths
r6	tools/provider_deploy_checkpoint_live.py	tracked file carries a resolved home path*	phase-70	Absolute developer-home executable paths
r6	tools/provider_deploy_checkpoint_live.py	tracked file pins a package integrity digest*	phase-70	Hard-coded library/package SHA values
r5	tools/provider_child_bringup_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-71	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/provider_child_bringup_gate.py	names generated path test/enumeration/*	phase-71	`test/enumeration/**`
r5	tools/provider_child_bringup_gate.py	names generated path test/golden/*	phase-71	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/provider_child_bringup_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-71	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/provider_child_bringup_gate.py	tracked file carries a resolved home path*	phase-71	Absolute developer-home executable paths
r5	tools/provider_ebs_credential_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-72	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/provider_ebs_credential_gate.py	names generated path test/enumeration/*	phase-72	`test/enumeration/**`
r5	tools/provider_ebs_credential_gate.py	names generated path test/golden/*	phase-72	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/provider_ebs_credential_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-72	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/provider_ebs_credential_gate.py	tracked file carries a resolved home path*	phase-72	Absolute developer-home executable paths
r6	tools/provider_ebs_credential_live.py	tracked file pins a package integrity digest*	phase-72	Hard-coded library/package SHA values
r5	tools/provider_dynamic_nodes_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-73	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/provider_dynamic_nodes_gate.py	names generated path test/enumeration/*	phase-73	`test/enumeration/**`
r5	tools/provider_dynamic_nodes_gate.py	names generated path test/golden/*	phase-73	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/provider_dynamic_nodes_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-73	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/provider_dynamic_nodes_gate.py	tracked file carries a resolved home path*	phase-73	Absolute developer-home executable paths
r5	tools/determinism_jitcache_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-74	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/determinism_jitcache_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-74	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/determinism_jitcache_gate.py	names generated path test/enumeration/*	phase-74	`test/enumeration/**`
r5	tools/determinism_jitcache_gate.py	names generated path test/golden/*	phase-74	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r6	test/golden/determinism_jitcache/substrate_fingerprint.schema.json	tracked file carries a resolved home path*	phase-74	Absolute developer-home executable paths
r6	test/spec/kernel/DeterminismJitcacheContractSpec.hs	tracked file carries a resolved home path*	phase-74	Absolute developer-home executable paths
r6	tools/determinism_jitcache_live.py	tracked file carries a resolved home path*	phase-74	Absolute developer-home executable paths
r6	tools/determinism_jitcache_live.py	tracked file pins a package integrity digest*	phase-74	Hard-coded library/package SHA values
r6	tools/determinism_jitcache_gate.py	tracked file carries a resolved home path*	phase-74	Absolute developer-home executable paths
r5	tools/infernix_lift_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-75	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/infernix_lift_gate.py	names generated path test/enumeration/*	phase-75	`test/enumeration/**`
r5	tools/infernix_lift_gate.py	names generated path test/golden/*	phase-75	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/infernix_lift_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-75	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	test/fixture/infernix_lift/expected_hashes.tsv	tracked expected-digest table*	phase-75	Expected base-image digests, canonical-manifest outputs, UI digest tables, and reference traces
r6	tools/infernix_lift_gate.py	tracked file carries a resolved home path*	phase-75	Absolute developer-home executable paths
r6	tools/infernix_lift_live.py	tracked file carries a resolved home path*	phase-75	Absolute developer-home executable paths
r6	tools/infernix_lift_live.py	tracked file pins a package integrity digest*	phase-75	Hard-coded library/package SHA values
r5	tools/infernix_ui_lift_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-76	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/infernix_ui_lift_gate.py	names generated path test/enumeration/*	phase-76	`test/enumeration/**`
r5	tools/infernix_ui_lift_gate.py	names generated path test/golden/*	phase-76	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/infernix_ui_lift_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-76	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/infernix_ui_lift_gate.py	tracked file carries a resolved home path*	phase-76	Absolute developer-home executable paths
r5	tools/jitml_lift_cuda_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-83	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/jitml_lift_cuda_gate.py	names generated path test/enumeration/*	phase-83	`test/enumeration/**`
r5	tools/jitml_lift_cuda_gate.py	names generated path test/golden/*	phase-83	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/jitml_lift_cuda_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-83	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/jitml_lift_cuda_gate.py	tracked file carries a resolved home path*	phase-83	Absolute developer-home executable paths
r5	tools/jitml_ui_lift_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-84	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/jitml_ui_lift_gate.py	names generated path test/enumeration/*	phase-84	`test/enumeration/**`
r5	tools/jitml_ui_lift_gate.py	names generated path test/golden/*	phase-84	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/jitml_ui_lift_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-84	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/jitml_ui_lift_gate.py	tracked file carries a resolved home path*	phase-84	Absolute developer-home executable paths
r5	tools/apple_metal_host_daemon_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-86	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/apple_metal_host_daemon_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-86	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/apple_metal_host_daemon_gate.py	names generated path test/enumeration/*	phase-86	`test/enumeration/**`
r5	tools/apple_metal_host_daemon_gate.py	names generated path test/golden/*	phase-86	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r6	tools/apple_metal_host_daemon_gate.py	tracked file carries a resolved home path*	phase-86	Absolute developer-home executable paths
r5	tools/test_topology_dsl_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-77	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/ui_single_tenant_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-78	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/ui_single_tenant_gate.py	names generated path test/enumeration/*	phase-78	`test/enumeration/**`
r5	tools/ui_single_tenant_gate.py	names generated path test/golden/*	phase-78	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/ui_single_tenant_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-78	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/ui_single_tenant_gate.py	tracked file carries a resolved home path*	phase-78	Absolute developer-home executable paths
r5	tools/ui_multi_tenant_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-79	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/ui_multi_tenant_gate.py	names generated path test/enumeration/*	phase-79	`test/enumeration/**`
r5	tools/ui_multi_tenant_gate.py	names generated path test/golden/*	phase-79	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/ui_multi_tenant_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-79	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/ui_multi_tenant_gate.py	tracked file carries a resolved home path*	phase-79	Absolute developer-home executable paths
r5	tools/ui_rollout_reconnect_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-80	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/ui_rollout_reconnect_gate.py	names generated path test/enumeration/*	phase-80	`test/enumeration/**`
r5	tools/ui_rollout_reconnect_gate.py	names generated path test/golden/*	phase-80	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/ui_rollout_reconnect_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-80	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/ui_rollout_reconnect_gate.py	tracked file carries a resolved home path*	phase-80	Absolute developer-home executable paths
r5	tools/ui_ha_multizone_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-91	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/ui_ha_multizone_gate.py	names generated path test/enumeration/*	phase-91	`test/enumeration/**`
r5	tools/ui_ha_multizone_gate.py	names generated path test/golden/*	phase-91	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/ui_ha_multizone_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-91	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/ui_ha_multizone_gate.py	tracked file carries a resolved home path*	phase-91	Absolute developer-home executable paths
r5	tools/offline_replay_receipts_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-92	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/offline_replay_receipts_gate.py	names generated path test/enumeration/*	phase-92	`test/enumeration/**`
r5	tools/offline_replay_receipts_gate.py	names generated path test/golden/*	phase-92	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/offline_replay_receipts_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-92	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/offline_replay_receipts_gate.py	tracked file carries a resolved home path*	phase-92	Absolute developer-home executable paths
r5	tools/offline_blobs_isolation_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-48	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/offline_blobs_isolation_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-48	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/offline_blobs_isolation_gate.py	names generated path test/enumeration/*	phase-48	`test/enumeration/**`
r5	tools/offline_blobs_isolation_gate.py	names generated path test/golden/*	phase-48	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r6	tools/offline_blobs_isolation_gate.py	tracked file carries a resolved home path*	phase-48	Absolute developer-home executable paths
r5	tools/offline_release_evolution_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-81	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/offline_release_evolution_gate.py	names generated path test/enumeration/*	phase-81	`test/enumeration/**`
r5	tools/offline_release_evolution_gate.py	names generated path test/golden/*	phase-81	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r5	tools/offline_release_evolution_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-81	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r6	tools/offline_release_evolution_gate.py	tracked file carries a resolved home path*	phase-81	Absolute developer-home executable paths
r5	tools/offline_multizone_continuity_live.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-82	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/offline_multizone_continuity_gate.py	names generated path DEVELOPMENT_PLAN/evidence*	phase-82	Generated files beneath `DEVELOPMENT_PLAN/evidence/**`
r5	tools/offline_multizone_continuity_gate.py	names generated path test/enumeration/*	phase-82	`test/enumeration/**`
r5	tools/offline_multizone_continuity_gate.py	names generated path test/golden/*	phase-82	`test/golden/phase_*_ledger.json` and Phase-62 expected-run ledger
r6	tools/offline_multizone_continuity_gate.py	tracked file carries a resolved home path*	phase-82	Absolute developer-home executable paths

# Layout-partition deferrals, added 2026-08-14 with rules r13, r14, and r15.
#
# Attribution rule for these three. A finding is attributed to the phase whose closure
# actually retires it, which for a shared surface is the LAST phase that still needs it,
# not the first: an ignore rule covering `DEVELOPMENT_PLAN/evidence/` cannot be deleted
# while any gate still writes there, and a root cannot be deleted while any phase still
# builds from it. Attributing such a row to the earliest owner would retire the row while
# the divergence remained. Where the finding names one phase's own path — every r15
# ordinal, and every per-phase surface-expectation table — the owner is that phase.
#
# Phase 0 defers nothing of its own here. Its three ordinal-bearing paths were renamed,
# its `CLAUDE.md` copy became a link, and the ignore rules for paths nothing generates
# were deleted rather than deferred.
r16	tools/platform_services_2_*	*	phase-56	Phase-41 through Phase-43 live fixtures and drivers use `/var/tmp/amoebius-phase*`
r16	tools/keycloak_ingress_*	*	phase-58	Phase-41 through Phase-43 live fixtures and drivers use `/var/tmp/amoebius-phase*`
r16	tools/live_dsl_deploy_*	*	phase-59	Many gate scripts and tests use `tempfile`
r16	tools/app_tenancy_*	*	phase-60	Many gate scripts and tests use `tempfile`
r16	tools/pulsar_client_*	*	phase-61	Many gate scripts and tests use `tempfile`
r16	tools/user_tenant_isolation_*	*	phase-62	Many gate scripts and tests use `tempfile`
r16	tools/content_store_workflow_*	*	phase-63	Many gate scripts and tests use `tempfile`
r16	tools/ui_projection_runtime_*	*	phase-64	Many gate scripts and tests use `tempfile`
r16	tools/release_lifecycle_*	*	phase-65	Many gate scripts and tests use `tempfile`
r16	tools/ui_program_release_*	*	phase-66	Many gate scripts and tests use `tempfile`
r16	tools/network_fabric_wireguard_*	*	phase-67	Many gate scripts and tests use `tempfile`
r16	tools/multicluster_spawn_georepl_*	*	phase-68	Many gate scripts and tests use `tempfile`
r16	tools/gateway_migration_drills_*	*	phase-69	Many gate scripts and tests use `tempfile`
r16	tools/provider_deploy_checkpoint_*	*	phase-70	Many gate scripts and tests use `tempfile`
r16	tools/provider_child_bringup_*	*	phase-71	Many gate scripts and tests use `tempfile`
